A1BG:ENST00000263100
AC017074.1:ENST00000439382
AC018462.2:ENST00000425966
AC018890.6:ENST00000442996
AC022596.6:ENST00000417510
AC023490.1:ENST00000438669
AC024560.3:ENST00000418868
AC026407.1:ENST00000599823
AC027612.3:ENST00000436174
AC051649.6:ENST00000418612
AC068831.10:ENST00000557804
AC073343.1:ENST00000544825
AC073464.11:ENST00000429823
AC073842.19:ENST00000376482
AC074212.3:ENST00000457052
AC078899.1:ENST00000521432
AC079305.8:ENST00000455416
AC079354.1:ENST00000541917
AC079776.3:ENST00000450840
AC083899.3:ENST00000454465
AC090505.6:ENST00000423318
AC091878.1:ENST00000399760
AC092071.1:ENST00000597260
AC092661.1:ENST00000422145
AC092835.2:ENST00000425953
AC093616.4:ENST00000427434
AC093642.5:ENST00000456398
AC093838.4:ENST00000438378
AC096579.13:ENST00000452230
AC097374.2:ENST00000568768
AC097532.2:ENST00000440802
AC103564.7:ENST00000437330
AC125232.1:ENST00000469523
AC126365.1:ENST00000578210
AC133680.1:ENST00000455576
AC139099.3:ENST00000425566
AC226119.4:ENST00000513501
AC226119.5:ENST00000281228
ACAA1:ENST00000333167
ACAA2:ENST00000285093
ACACA:ENST00000353139
ACACB:ENST00000338432
ACAD10:ENST00000455480
ACAD11:ENST00000264990
ACAD8:ENST00000281182
ACAD9:ENST00000308982
ACADL:ENST00000233710
ACADM:ENST00000420607
ACADS:ENST00000242592
ACADSB:ENST00000358776
ACADVL:ENST00000543245
ACAN:ENST00000439576
ACAP1:ENST00000158762
ACAP2:ENST00000326793
ACAP3:ENST00000354700
ACAT1:ENST00000265838
ACAT2:ENST00000367048
ACBD3:ENST00000366812
ACBD4:ENST00000431281
ACBD5:ENST00000396271
ACBD6:ENST00000367595
ACBD7:ENST00000356189
ACCS:ENST00000263776
ACCSL:ENST00000378832
ACD:ENST00000393919
ACE2:ENST00000427411
ACE:ENST00000290866
ACER1:ENST00000301452
ACER2:ENST00000340967
ACER3:ENST00000532485
ACHE:ENST00000302913
ACIN1:ENST00000262710
ACKR2:ENST00000422265
ACKR3:ENST00000272928
ACKR4:ENST00000249887
ACLY:ENST00000352035
ACMSD:ENST00000356140
ACN9:ENST00000432641
ACO1:ENST00000309951
ACO2:ENST00000216254
ACOT11:ENST00000371316
ACOT12:ENST00000307624
ACOT13:ENST00000230048
ACOT1:ENST00000311148
ACOT2:ENST00000238651
ACOT4:ENST00000326303
ACOT6:ENST00000381139
ACOT7:ENST00000377855
ACOT8:ENST00000217455
ACOT9:ENST00000379303
ACOX1:ENST00000293217
ACOX2:ENST00000302819
ACOX3:ENST00000356406
ACOXL:ENST00000439055
ACP1:ENST00000272067
ACP2:ENST00000256997
ACP5:ENST00000592828
ACP6:ENST00000369238
ACPL2:ENST00000286353
ACPP:ENST00000351273
ACPT:ENST00000270593
ACR:ENST00000216139
ACRBP:ENST00000229243
ACRC:ENST00000373695
ACRV1:ENST00000533904
ACSBG1:ENST00000258873
ACSBG2:ENST00000586696
ACSF2:ENST00000300441
ACSF3:ENST00000317447
ACSL1:ENST00000515030
ACSL3:ENST00000357430
ACSL4:ENST00000340800
ACSL5:ENST00000356116
ACSL6:ENST00000379264
ACSM1:ENST00000307493
ACSM2A:ENST00000573854
ACSM2B:ENST00000329697
ACSM3:ENST00000289416
ACSM4:ENST00000399422
ACSM5:ENST00000331849
ACSS1:ENST00000323482
ACSS2:ENST00000253382
ACSS3:ENST00000548058
ACTA1:ENST00000366684
ACTA2:ENST00000458208
ACTB:ENST00000331789
ACTC1:ENST00000290378
ACTG1:ENST00000575842
ACTG2:ENST00000409624
ACTL6A:ENST00000429709
ACTL6B:ENST00000160382
ACTL8:ENST00000375406
ACTN1:ENST00000394419
ACTN2:ENST00000366578
ACTN3:ENST00000502692
ACTN4:ENST00000252699
ACTR10:ENST00000254286
ACTR1A:ENST00000369905
ACTR1B:ENST00000289228
ACTR2:ENST00000377982
ACTR3:ENST00000263238
ACTR3B:ENST00000256001
ACTR3C:ENST00000539352
ACTR5:ENST00000243903
ACTR6:ENST00000188312
ACTR8:ENST00000335754
ACTRT3:ENST00000330368
ACVR1:ENST00000263640
ACVR1B:ENST00000541224
ACVR1C:ENST00000243349
ACVR2A:ENST00000241416
ACVR2B:ENST00000352511
ACVRL1:ENST00000388922
ACY1:ENST00000404366
ACY3:ENST00000255082
ACYP1:ENST00000238618
ACYP2:ENST00000394666
AD000091.2:ENST00000589196
ADA:ENST00000372874
ADAD1:ENST00000296513
ADAD2:ENST00000268624
ADAL:ENST00000428046
ADAM10:ENST00000260408
ADAM11:ENST00000200557
ADAM12:ENST00000368679
ADAM15:ENST00000356955
ADAM17:ENST00000310823
ADAM18:ENST00000265707
ADAM19:ENST00000257527
ADAM20:ENST00000256389
ADAM21:ENST00000603540
ADAM22:ENST00000265727
ADAM23:ENST00000264377
ADAM28:ENST00000265769
ADAM29:ENST00000359240
ADAM2:ENST00000265708
ADAM32:ENST00000379907
ADAM33:ENST00000356518
ADAM7:ENST00000175238
ADAM8:ENST00000445355
ADAM9:ENST00000487273
ADAMDEC1:ENST00000256412
ADAMTS10:ENST00000270328
ADAMTS12:ENST00000504830
ADAMTS13:ENST00000371929
ADAMTS14:ENST00000373208
ADAMTS15:ENST00000299164
ADAMTS16:ENST00000274181
ADAMTS17:ENST00000268070
ADAMTS18:ENST00000282849
ADAMTS19:ENST00000274487
ADAMTS1:ENST00000284984
ADAMTS20:ENST00000389420
ADAMTS2:ENST00000251582
ADAMTS3:ENST00000286657
ADAMTS4:ENST00000367996
ADAMTS5:ENST00000284987
ADAMTS6:ENST00000536360
ADAMTS7:ENST00000388820
ADAMTS8:ENST00000257359
ADAMTS9:ENST00000498707
ADAMTSL1:ENST00000380548
ADAMTSL2:ENST00000354484
ADAMTSL3:ENST00000286744
ADAMTSL4:ENST00000271643
ADAMTSL5:ENST00000330475
ADAP1:ENST00000265846
ADAP2:ENST00000330889
ADAR:ENST00000368474
ADARB1:ENST00000539173
ADARB2:ENST00000381312
ADAT1:ENST00000307921
ADAT2:ENST00000237283
ADC:ENST00000294517
ADCK1:ENST00000238561
ADCK2:ENST00000072869
ADCK3:ENST00000366779
ADCK4:ENST00000324464
ADCK5:ENST00000308860
ADCY10:ENST00000367851
ADCY10P1:ENST00000567255
ADCY1:ENST00000297323
ADCY2:ENST00000338316
ADCY3:ENST00000260600
ADCY4:ENST00000310677
ADCY5:ENST00000462833
ADCY6:ENST00000307885
ADCY7:ENST00000394697
ADCY8:ENST00000286355
ADCY9:ENST00000294016
ADCYAP1:ENST00000579794
ADCYAP1R1:ENST00000396211
ADD1:ENST00000264758
ADD2:ENST00000264436
ADD3:ENST00000356080
ADGB:ENST00000397944
ADH1A:ENST00000209668
ADH1B:ENST00000305046
ADH1C:ENST00000515683
ADH4:ENST00000265512
ADH5:ENST00000296412
ADH6:ENST00000394899
ADH7:ENST00000476959
ADHFE1:ENST00000396623
ADI1:ENST00000327435
ADIG:ENST00000537425
ADIPOQ:ENST00000412955
ADIPOR1:ENST00000340990
ADIPOR2:ENST00000357103
ADIRF:ENST00000372013
ADK:ENST00000286621
ADM2:ENST00000395738
ADM:ENST00000528655
ADNP2:ENST00000262198
ADNP:ENST00000396029
ADORA1:ENST00000367236
ADORA2A:ENST00000337539
ADORA2B:ENST00000304222
ADORA3:ENST00000369716
ADORA3:ENST00000369717
ADPGK:ENST00000311669
ADPRH:ENST00000478399
ADPRHL1:ENST00000375418
ADPRHL2:ENST00000373178
ADPRM:ENST00000379774
ADRA1A:ENST00000380586
ADRA1B:ENST00000306675
ADRA1D:ENST00000379453
ADRB3:ENST00000345060
ADRBK1:ENST00000308595
ADRBK2:ENST00000324198
ADRM1:ENST00000253003
ADSL:ENST00000216194
ADSS:ENST00000366535
ADSSL1:ENST00000332972
ADTRP:ENST00000229583
AE000662.92:ENST00000557595
AEBP1:ENST00000223357
AEBP2:ENST00000398864
AEN:ENST00000332810
AES:ENST00000221561
AF146191.4:ENST00000511785
AFAP1:ENST00000420658
AFAP1L1:ENST00000296721
AFAP1L2:ENST00000304129
AFF1:ENST00000395146
AFF2:ENST00000370460
AFF3:ENST00000356421
AFF4:ENST00000265343
AFG3L1P:ENST00000437774
AFG3L2:ENST00000269143
AFM:ENST00000226355
AFMID:ENST00000327898
AFP:ENST00000395792
AFTPH:ENST00000238855
AGA:ENST00000264595
AGAP10:ENST00000413193
AGAP11:ENST00000444431
AGAP1:ENST00000304032
AGAP2-AS1:ENST00000542466
AGAP2:ENST00000547588
AGAP3:ENST00000397238
AGAP4:ENST00000448048
AGAP5:ENST00000374094
AGAP6:ENST00000412531
AGAP7:ENST00000374095
AGAP8:ENST00000425119
AGBL1:ENST00000441037
AGBL2:ENST00000525123
AGBL3:ENST00000436302
AGBL4:ENST00000371839
AGBL5:ENST00000360131
AGER:ENST00000375076
AGFG1:ENST00000409979
AGFG2:ENST00000300176
AGGF1:ENST00000312916
AGK:ENST00000355413
AGL:ENST00000294724
AGMAT:ENST00000375826
AGMO:ENST00000342526
AGO1:ENST00000373204
AGO2:ENST00000220592
AGO3:ENST00000373191
AGO4:ENST00000373210
AGPAT1:ENST00000395499
AGPAT2:ENST00000371696
AGPAT3:ENST00000398063
AGPAT4:ENST00000320285
AGPAT5:ENST00000285518
AGPAT6:ENST00000396987
AGPAT9:ENST00000395226
AGPS:ENST00000264167
AGR2:ENST00000419304
AGR3:ENST00000310398
AGRN:ENST00000379370
AGRP:ENST00000290953
AGT:ENST00000366667
AGTPBP1:ENST00000376083
AGTR1:ENST00000542281
AGTR2:ENST00000371906
AGTRAP:ENST00000314340
AGXT2:ENST00000231420
AGXT:ENST00000307503
AHCTF1:ENST00000326225
AHCY:ENST00000217426
AHCYL1:ENST00000369799
AHCYL2:ENST00000325006
AHDC1:ENST00000374011
AHI1:ENST00000367800
AHNAK2:ENST00000333244
AHNAK:ENST00000378024
AHR:ENST00000242057
AHRR:ENST00000316418
AHSA1:ENST00000216479
AHSA2:ENST00000394457
AHSG:ENST00000411641
AHSP:ENST00000302312
AICDA:ENST00000229335
AIDA:ENST00000340020
AIF1:ENST00000376059
AIF1L:ENST00000372309
AIFM1:ENST00000287295
AIFM2:ENST00000307864
AIFM3:ENST00000399167
AIG1:ENST00000357847
AIM1:ENST00000369066
AIM1L:ENST00000527815
AIMP1:ENST00000394701
AIMP2:ENST00000223029
AIP:ENST00000279146
AIPL1:ENST00000381129
AIRE:ENST00000291582
AJ003147.9:ENST00000576468
AJAP1:ENST00000378191
AJUBA:ENST00000262713
AK1:ENST00000373176
AK2:ENST00000354858
AK3:ENST00000381809
AK4:ENST00000395334
AK5:ENST00000354567
AK7:ENST00000267584
AK8:ENST00000298545
AK9:ENST00000424296
AKAP10:ENST00000225737
AKAP11:ENST00000025301
AKAP12:ENST00000402676
AKAP13:ENST00000361243
AKAP14:ENST00000371431
AKAP17A:ENST00000313871
AKAP1:ENST00000337714
AKAP3:ENST00000545990
AKAP4:ENST00000358526
AKAP5:ENST00000394718
AKAP6:ENST00000280979
AKAP7:ENST00000431975
AKAP8:ENST00000269701
AKAP8L:ENST00000397410
AKAP9:ENST00000356239
AKIP1:ENST00000309377
AKIRIN1:ENST00000432648
AKIRIN2:ENST00000257787
AKNA:ENST00000307564
AKNAD1:ENST00000370001
AKR1A1:ENST00000372070
AKR1B10:ENST00000359579
AKR1B15:ENST00000457545
AKR1B1:ENST00000285930
AKR1C1:ENST00000380872
AKR1C2:ENST00000380753
AKR1C3:ENST00000380554
AKR1C4:ENST00000380448
AKR1CL1:ENST00000334314
AKR1D1:ENST00000242375
AKR1E2:ENST00000298375
AKR7A2:ENST00000235835
AKR7A3:ENST00000361640
AKR7L:ENST00000420396
AKT1:ENST00000554581
AKT1S1:ENST00000391835
AKT2:ENST00000392038
AKT3:ENST00000366539
AKTIP:ENST00000394657
AL022344.5:ENST00000439913
AL133247.2:ENST00000435713
AL354898.1:ENST00000277491
AL441883.1:ENST00000600057
AL627309.1:ENST00000423372
AL645608.1:ENST00000598827
AL645922.1:ENST00000594256
AL669831.1:ENST00000599533
ALAD:ENST00000409155
ALAS1:ENST00000394965
ALAS2:ENST00000330807
ALB:ENST00000295897
ALCAM:ENST00000306107
ALDH16A1:ENST00000293350
ALDH18A1:ENST00000371224
ALDH1A1:ENST00000297785
ALDH1A2:ENST00000249750
ALDH1A3:ENST00000329841
ALDH1B1:ENST00000377698
ALDH1L1:ENST00000273450
ALDH1L2:ENST00000258494
ALDH2:ENST00000261733
ALDH3A1:ENST00000457500
ALDH3A2:ENST00000339618
ALDH3B1:ENST00000539229
ALDH3B2:ENST00000349015
ALDH4A1:ENST00000375341
ALDH5A1:ENST00000348925
ALDH6A1:ENST00000553458
ALDH7A1:ENST00000409134
ALDH8A1:ENST00000265605
ALDH9A1:ENST00000354775
ALDOA:ENST00000395248
ALDOB:ENST00000374855
ALDOC:ENST00000226253
ALG10:ENST00000266483
ALG10B:ENST00000308742
ALG11:ENST00000521508
ALG12:ENST00000330817
ALG13:ENST00000394780
ALG14:ENST00000370205
ALG1:ENST00000262374
ALG1L13P:ENST00000523017
ALG1L:ENST00000340333
ALG2:ENST00000476832
ALG3:ENST00000397676
ALG5:ENST00000239891
ALG6:ENST00000371108
ALG8:ENST00000299626
ALG9:ENST00000531154
ALK:ENST00000389048
ALKBH1:ENST00000216489
ALKBH2:ENST00000429722
ALKBH3:ENST00000302708
ALKBH4:ENST00000292566
ALKBH5:ENST00000399138
ALKBH6:ENST00000378875
ALKBH7:ENST00000245812
ALKBH8:ENST00000428149
ALLC:ENST00000252505
ALMS1:ENST00000264448
ALMS1P:ENST00000450720
ALOX12:ENST00000251535
ALOX12B:ENST00000319144
ALOX12P2:ENST00000574727
ALOX15:ENST00000570836
ALOX15B:ENST00000380183
ALOX5:ENST00000374391
ALOX5AP:ENST00000380490
ALOXE3:ENST00000318227
ALPI:ENST00000295463
ALPK1:ENST00000458497
ALPK2:ENST00000361673
ALPK3:ENST00000258888
ALPL:ENST00000374840
ALPP:ENST00000392027
ALPPL2:ENST00000295453
ALS2:ENST00000264276
ALS2CL:ENST00000318962
ALS2CR11:ENST00000439140
ALS2CR12:ENST00000405148
ALX1:ENST00000316824
ALX3:ENST00000369792
ALX4:ENST00000329255
ALYREF:ENST00000505490
AMACR:ENST00000382085
AMBN:ENST00000322937
AMBP:ENST00000265132
AMBRA1:ENST00000314845
AMD1:ENST00000368885
AMDHD1:ENST00000266736
AMDHD2:ENST00000413459
AMELX:ENST00000380712
AMER1:ENST00000330258
AMER3:ENST00000423981
AMFR:ENST00000290649
AMH:ENST00000221496
AMHR2:ENST00000257863
AMICA1:ENST00000356289
AMIGO1:ENST00000369864
AMIGO2:ENST00000266581
AMIGO3:ENST00000535833
AMMECR1:ENST00000262844
AMMECR1L:ENST00000272647
AMN1:ENST00000281471
AMN:ENST00000299155
AMOT:ENST00000371959
AMOTL1:ENST00000433060
AMOTL2:ENST00000249883
AMPD1:ENST00000520113
AMPD2:ENST00000256578
AMPD3:ENST00000396554
AMPH:ENST00000356264
AMT:ENST00000273588
AMTN:ENST00000339336
AMY1A:ENST00000370083
AMY1B:ENST00000330330
AMY1C:ENST00000370079
AMY2A:ENST00000414303
AMY2B:ENST00000361355
AMZ1:ENST00000312371
AMZ2:ENST00000359904
AMZ2P1:ENST00000430983
ANAPC10:ENST00000507656
ANAPC11:ENST00000357385
ANAPC13:ENST00000510994
ANAPC15:ENST00000227618
ANAPC16:ENST00000299381
ANAPC1:ENST00000341068
ANAPC1P1:ENST00000426186
ANAPC2:ENST00000323927
ANAPC4:ENST00000315368
ANAPC5:ENST00000261819
ANAPC7:ENST00000455511
ANG:ENST00000336811
ANGEL1:ENST00000251089
ANGEL2:ENST00000366962
ANGPT1:ENST00000520734
ANGPT2:ENST00000325203
ANGPT4:ENST00000381922
ANGPTL1:ENST00000234816
ANGPTL2:ENST00000373425
ANGPTL3:ENST00000371129
ANGPTL4:ENST00000301455
ANGPTL5:ENST00000334289
ANGPTL6:ENST00000253109
ANGPTL7:ENST00000376819
ANK1:ENST00000265709
ANK2:ENST00000357077
ANK3:ENST00000280772
ANKAR:ENST00000520309
ANKDD1A:ENST00000380230
ANKEF1:ENST00000378380
ANKFN1:ENST00000318698
ANKFY1:ENST00000570535
ANKH:ENST00000284268
ANKHD1:ENST00000297183
ANKIB1:ENST00000265742
ANKK1:ENST00000303941
ANKLE1:ENST00000394458
ANKLE2:ENST00000357997
ANKMY1:ENST00000391987
ANKMY2:ENST00000306999
ANKRA2:ENST00000296785
ANKRD10:ENST00000267339
ANKRD11:ENST00000301030
ANKRD12:ENST00000262126
ANKRD13A:ENST00000261739
ANKRD13B:ENST00000394859
ANKRD13C:ENST00000370944
ANKRD13D:ENST00000511455
ANKRD16:ENST00000380094
ANKRD17:ENST00000358602
ANKRD18A:ENST00000399703
ANKRD18B:ENST00000290943
ANKRD18CP:ENST00000354752
ANKRD19P:ENST00000473204
ANKRD1:ENST00000371697
ANKRD20A11P:ENST00000344693
ANKRD20A1:ENST00000377477
ANKRD20A2:ENST00000377601
ANKRD20A4:ENST00000357336
ANKRD20A8P:ENST00000432432
ANKRD20A9P:ENST00000457997
ANKRD22:ENST00000371930
ANKRD23:ENST00000318357
ANKRD24:ENST00000600132
ANKRD26:ENST00000376087
ANKRD27:ENST00000306065
ANKRD28:ENST00000399451
ANKRD29:ENST00000592179
ANKRD2:ENST00000307518
ANKRD30A:ENST00000361713
ANKRD30B:ENST00000358984
ANKRD30BP2:ENST00000507941
ANKRD31:ENST00000506364
ANKRD32:ENST00000265140
ANKRD33:ENST00000301190
ANKRD33B:ENST00000296657
ANKRD34A:ENST00000323397
ANKRD34B:ENST00000338682
ANKRD34C:ENST00000421388
ANKRD35:ENST00000355594
ANKRD36:ENST00000420699
ANKRD36C:ENST00000456556
ANKRD37:ENST00000335174
ANKRD39:ENST00000393537
ANKRD40:ENST00000285243
ANKRD42:ENST00000393392
ANKRD44:ENST00000328737
ANKRD44:ENST00000409919
ANKRD45:ENST00000333279
ANKRD46:ENST00000520552
ANKRD49:ENST00000544612
ANKRD50:ENST00000504087
ANKRD52:ENST00000267116
ANKRD53:ENST00000360589
ANKRD54:ENST00000215941
ANKRD55:ENST00000341048
ANKRD60:ENST00000457363
ANKRD66:ENST00000565422
ANKRD6:ENST00000522441
ANKRD7:ENST00000265224
ANKS1A:ENST00000360359
ANKS1B:ENST00000547776
ANKS3:ENST00000304283
ANKS4B:ENST00000311620
ANKS6:ENST00000353234
ANKUB1:ENST00000446160
ANKZF1:ENST00000323348
ANLN:ENST00000265748
ANO10:ENST00000292246
ANO1:ENST00000355303
ANO2:ENST00000327087
ANO3:ENST00000256737
ANO4:ENST00000392979
ANO5:ENST00000324559
ANO6:ENST00000423947
ANO7:ENST00000274979
ANO8:ENST00000159087
ANO9:ENST00000332826
ANP32A:ENST00000465139
ANP32AP1:ENST00000560832
ANP32B:ENST00000339399
ANP32E:ENST00000314136
ANPEP:ENST00000300060
ANTXR1:ENST00000303714
ANTXR2:ENST00000307333
ANXA10:ENST00000359299
ANXA11:ENST00000438331
ANXA13:ENST00000262219
ANXA1:ENST00000376911
ANXA2:ENST00000332680
ANXA3:ENST00000264908
ANXA4:ENST00000394295
ANXA5:ENST00000296511
ANXA6:ENST00000354546
ANXA7:ENST00000372921
ANXA8L2:ENST00000374277
ANXA9:ENST00000368947
AOAH:ENST00000258749
AOC1:ENST00000493429
AOC2:ENST00000253799
AOC3:ENST00000308423
AOX1:ENST00000374700
AOX2P:ENST00000467645
AP000867.1:ENST00000343767
AP001255.2:ENST00000421604
AP001604.3:ENST00000420186
AP003068.23:ENST00000526623
AP005901.1:ENST00000455308
AP1AR:ENST00000274000
AP1B1:ENST00000357586
AP1B1P1:ENST00000432373
AP1G1:ENST00000393512
AP1G2:ENST00000308724
AP1M1:ENST00000444449
AP1M2:ENST00000250244
AP1S1:ENST00000337619
AP1S2:ENST00000329235
AP1S3:ENST00000396654
AP2A1:ENST00000359032
AP2A2:ENST00000448903
AP2B1:ENST00000312678
AP2M1:ENST00000292807
AP2S1:ENST00000263270
AP3B1:ENST00000255194
AP3B2:ENST00000261722
AP3D1:ENST00000355272
AP3M1:ENST00000355264
AP3M2:ENST00000518421
AP3S1:ENST00000316788
AP3S2:ENST00000336418
AP4B1:ENST00000369569
AP4E1:ENST00000261842
AP4M1:ENST00000359593
AP4S1:ENST00000216366
AP5B1:ENST00000532090
AP5M1:ENST00000261558
AP5S1:ENST00000246041
AP5Z1:ENST00000348624
APAF1:ENST00000551964
APBA1:ENST00000265381
APBA2:ENST00000558402
APBA3:ENST00000316757
APBB1:ENST00000299402
APBB1IP:ENST00000376236
APBB2:ENST00000508593
APBB3:ENST00000354402
APC2:ENST00000535453
APC:ENST00000457016
APCDD1:ENST00000355285
APCDD1L:ENST00000371149
APCS:ENST00000255040
APEH:ENST00000296456
APEX1:ENST00000216714
APEX2:ENST00000374987
APH1A:ENST00000369109
APH1B:ENST00000261879
API5:ENST00000531273
APIP:ENST00000395787
APITD1-CORT:ENST00000400900
APITD1:ENST00000602787
APLF:ENST00000303795
APLN:ENST00000307484
APLP1:ENST00000221891
APLP2:ENST00000263574
APMAP:ENST00000217456
APOA1:ENST00000236850
APOA1BP:ENST00000368235
APOA2:ENST00000367990
APOA4:ENST00000357780
APOA5:ENST00000542499
APOB:ENST00000233242
APOBEC1:ENST00000229304
APOBEC2:ENST00000244669
APOBEC3B:ENST00000333467
APOBEC3G:ENST00000407997
APOBEC3H:ENST00000401756
APOBEC4:ENST00000308641
APOBR:ENST00000564831
APOC1:ENST00000588750
APOC3:ENST00000227667
APOD:ENST00000343267
APOE:ENST00000252486
APOF:ENST00000398189
APOH:ENST00000205948
APOLD1:ENST00000326765
APOM:ENST00000375916
APOO:ENST00000379226
APOOL:ENST00000373173
APOPT1:ENST00000409074
APP:ENST00000346798
APPBP2:ENST00000083182
APPL1:ENST00000288266
APPL2:ENST00000551662
APRT:ENST00000378364
APTX:ENST00000379813
AQP10:ENST00000324978
AQP11:ENST00000313578
AQP12A:ENST00000337801
AQP12B:ENST00000407834
AQP1:ENST00000311813
AQP2:ENST00000199280
AQP3:ENST00000297991
AQP4:ENST00000383168
AQP5:ENST00000293599
AQP6:ENST00000315520
AQP7:ENST00000537089
AQP7:ENST00000539936
AQP7P2:ENST00000453967
AQP8:ENST00000219660
AQP9:ENST00000219919
AQPEP:ENST00000357872
AQR:ENST00000156471
AR:ENST00000374690
ARAF:ENST00000377045
ARAP1:ENST00000393609
ARAP2:ENST00000303965
ARAP3:ENST00000239440
ARC:ENST00000356613
ARCN1:ENST00000264028
AREG:ENST00000395748
AREL1:ENST00000356357
ARF1:ENST00000541182
ARF3:ENST00000256682
ARF4:ENST00000303436
ARF5:ENST00000000233
ARF6:ENST00000298316
ARFGAP1:ENST00000353546
ARFGAP2:ENST00000524782
ARFGAP3:ENST00000263245
ARFGEF1:ENST00000262215
ARFGEF2:ENST00000371917
ARFIP1:ENST00000451320
ARFIP2:ENST00000254584
ARFRP1:ENST00000359715
ARG1:ENST00000356962
ARG2:ENST00000261783
ARGLU1:ENST00000400198
ARHGAP10:ENST00000336498
ARHGAP11A:ENST00000361627
ARHGAP11B:ENST00000428041
ARHGAP12:ENST00000344936
ARHGAP15:ENST00000295095
ARHGAP17:ENST00000289968
ARHGAP18:ENST00000368149
ARHGAP19-SLIT1:ENST00000453547
ARHGAP19:ENST00000358531
ARHGAP1:ENST00000311956
ARHGAP20:ENST00000260283
ARHGAP21:ENST00000396432
